# File: gaia_occupations.csv
# Description: GAIA scores for 923 US occupations (O*NET-SOC 2018 codes).
#   Columns: O*NET-SOC Code, Title, dv_rating_alpha/beta/gamma,
#   human_rating_alpha/beta/gamma, sml_score, group,
#   aei_task_success, aei_autonomy_pct, aei_work_pct, gaia_e
# Updated: May 2026
#
# GAIA — Global AI Adoption Index
# © 2026 Leila Aghabarari. Licensed under CC BY 4.0.
# https://creativecommons.org/licenses/by/4.0/
#
# Citation (APA):
#   Aghabarari, L. (2026). GAIA — Global AI Adoption Index (Version 1.0).
#   Zenodo. https://doi.org/10.5281/zenodo.20320112
#
# Citation (BibTeX):
#   @misc{{aghabarari2026gaia,
#     author    = {{Aghabarari, Leila}},
#     title     = {{{{GAIA}}: {{G}}lobal {{AI}} {{A}}doption {{I}}ndex}},
#     year      = {{2026}},
#     version   = {{1.0}},
#     publisher = {{Zenodo}},
#     doi       = {{10.5281/zenodo.20320112}},
#     url       = {{https://doi.org/10.5281/zenodo.20320112}}
#   }}
#
# Underlying sources (must also be cited when used):
#   Anthropic Economic Index — Anthropic (2025), CC BY 4.0
#     https://huggingface.co/datasets/Anthropic/EconomicIndex
#   Eloundou et al. (2024) — Science 384(6702), DOI 10.1126/science.adj0998
#   Brynjolfsson, Mitchell & Rock (2018) — NBER WP 24196, CC BY 4.0
#     https://doi.org/10.3386/w24196
#
# Website: https://gaiaindex.org   |   Contact: aghabarari.leila@gmail.com
# Disclaimer: Views are the author's own and do not represent the IFC/World Bank.
O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,sml_score,group,aei_task_success,aei_autonomy_pct,aei_work_pct,gaia_e,tot_emp,a_mean,a_median
25-2056.00,"Special Education Teachers, Elementary School",10.0,31.7,53.3,16.7,35.0,53.3,,Education & Library,74.1,56.0,77.4,0.317,,,
25-2057.00,"Special Education Teachers, Middle School",7.8,30.5,53.2,13.0,30.5,48.1,,Education & Library,78.2,58.5,47.9,0.305,95330,72310,64880
25-2058.00,"Special Education Teachers, Secondary School",10.3,30.1,50.0,15.4,29.5,43.6,,Education & Library,78.6,59.2,47.1,0.301,162780,74610,69590
25-2059.01,Adapted Physical Education Specialists,30.0,47.5,65.0,20.0,25.0,30.0,62.5,Education & Library,88.3,55.8,89.1,0.491,39350,74180,67430
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",17.6,40.4,63.2,22.1,42.6,63.2,53.8,Education & Library,77.8,61.5,44.6,0.3548,36260,64660,59950
25-3021.00,Self-Enrichment Teachers,16.0,36.0,56.0,20.0,38.0,56.0,,Education & Library,71.5,60.5,53.3,0.36,308520,53330,45590
25-3031.00,"Substitute Teachers, Short-Term",27.8,36.1,44.4,0.0,8.3,16.7,,Education & Library,,,,0.361,481300,44930,38470
25-3041.00,Tutors,17.1,54.3,91.4,17.1,37.1,57.1,,Education & Library,70.7,56.8,30.2,0.543,174660,47780,40090
25-4011.00,Archivists,7.7,50.0,92.3,23.1,50.0,76.9,,Education & Library,72.0,57.2,40.4,0.5,7050,67620,61570
25-4012.00,Curators,14.8,50.0,85.2,25.9,51.9,77.8,60.5,Education & Library,73.5,63.0,45.3,0.4803,12280,70060,61770
25-4013.00,Museum Technicians and Conservators,5.3,23.7,42.1,10.5,23.7,36.8,60.4,Education & Library,79.3,58.8,43.8,0.3476,13070,53630,47460
25-4022.00,Librarians and Media Collections Specialists,15.8,53.5,91.2,26.3,50.0,73.7,,Education & Library,71.5,58.5,52.8,0.535,131830,69180,64320
25-4031.00,Library Technicians,38.5,56.7,75.0,26.9,52.9,78.8,66.9,Education & Library,57.8,52.2,39.4,0.5879,73770,43050,39970
25-9021.00,Farm and Home Management Educators,7.4,37.0,66.7,37.0,53.7,70.4,53.1,Education & Library,74.2,62.5,42.9,0.3297,10260,60470,58120
25-9031.00,Instructional Coordinators,17.5,48.8,80.0,27.5,52.5,77.5,67.5,Education & Library,66.7,63.0,60.8,0.5554,210850,77600,74720
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",26.7,36.7,46.7,16.7,28.3,40.0,,Education & Library,81.5,50.5,20.1,0.367,,,
25-9043.00,"Teaching Assistants, Special Education",16.7,26.7,36.7,13.3,25.0,36.7,,Education & Library,86.2,52.2,7.7,0.267,,,
25-9044.00,"Teaching Assistants, Postsecondary",33.3,53.0,72.7,18.2,36.4,54.5,,Education & Library,68.1,56.8,47.4,0.53,155010,47560,44930
27-1011.00,Art Directors,6.9,50.0,93.1,6.9,43.1,79.3,,Arts & Media,62.6,58.0,66.6,0.5,50370,128100,111040
27-1012.00,Craft Artists,0.0,25.9,51.7,6.9,22.4,37.9,53.8,Arts & Media,59.7,64.2,16.4,0.2823,4370,45340,38480
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,42.5,85.0,5.0,31.2,57.5,64.6,Arts & Media,60.7,66.0,25.3,0.4903,10000,76450,60560
27-1014.00,Special Effects Artists and Animators,5.0,52.5,100.0,5.0,47.5,90.0,63.7,Arts & Media,64.8,62.7,49.1,0.5298,21280,110110,99800
27-1021.00,Commercial and Industrial Designers,0.0,46.6,93.1,6.9,41.4,75.9,51.9,Arts & Media,69.3,65.2,52.4,0.3638,30250,88000,79450
27-1022.00,Fashion Designers,0.0,39.1,78.1,12.5,37.5,62.5,57.2,Arts & Media,74.8,61.5,44.1,0.3876,20910,122430,80690
27-1023.00,Floral Designers,6.7,20.0,33.3,10.0,26.7,43.3,61.3,Arts & Media,81.0,60.8,,0.3396,40160,37700,36120
27-1024.00,Graphic Designers,0.0,50.0,100.0,0.0,41.1,82.1,61.7,Arts & Media,66.9,62.0,46.8,0.4942,214260,68610,61300
27-1025.00,Interior Designers,0.0,50.0,100.0,13.8,36.2,58.6,62.5,Arts & Media,51.7,59.8,72.4,0.5034,69580,71430,63490
27-1026.00,Merchandise Displayers and Window Trimmers,0.0,30.5,61.0,9.8,26.8,43.9,65.6,Arts & Media,73.9,64.8,,0.4418,192480,40540,37350
27-1027.00,Set and Exhibit Designers,0.0,39.1,78.3,15.2,35.9,56.5,56.5,Arts & Media,62.3,63.0,,0.3796,10850,78450,66280
27-2011.00,Actors,15.6,18.8,21.9,12.5,15.6,18.8,54.4,Arts & Media,80.9,64.2,25.4,0.2537,38800,,
27-2012.00,Producers and Directors,17.0,46.8,76.6,25.5,47.9,70.2,,Arts & Media,71.3,55.8,58.0,0.468,145270,114280,83480
27-2012.03,Media Programming Directors,12.8,48.7,84.6,46.2,61.5,76.9,67.5,Arts & Media,64.9,61.0,,0.5549,145270,114280,83480
27-2012.04,Talent Directors,7.7,50.0,92.3,7.7,34.6,61.5,,Arts & Media,65.3,59.8,52.0,0.5,145270,114280,83480
27-2012.05,Media Technical Directors/Managers,0.0,42.3,84.6,7.7,30.8,53.8,57.5,Arts & Media,83.3,68.8,,0.4071,145270,114280,83480
27-2021.00,Athletes and Sports Competitors,0.0,0.0,0.0,0.0,0.0,0.0,50.3,Arts & Media,85.2,59.8,,0.1122,14370,259750,62360
27-2022.00,Coaches and Scouts,6.7,30.0,53.3,4.4,14.4,24.4,63.8,Arts & Media,85.4,63.5,25.4,0.4185,250940,58910,45920
27-2023.00,"Umpires, Referees, and Other Sports Officials",25.0,31.2,37.5,12.5,16.7,20.8,,Arts & Media,86.4,52.0,,0.312,15080,52800,38820
27-2031.00,Dancers,0.0,2.1,4.2,0.0,4.2,8.3,48.8,Arts & Media,94.1,66.2,,0.1054,9060,,
27-2032.00,Choreographers,5.7,27.1,48.6,14.3,17.1,20.0,52.8,Arts & Media,81.5,68.2,26.1,0.2767,3430,62020,55600
27-2041.00,Music Directors and Composers,52.6,71.1,89.5,17.5,28.1,38.6,,Arts & Media,80.3,63.2,50.3,0.711,12330,84230,63670
27-2042.00,Musicians and Singers,24.5,40.8,57.1,10.2,13.3,16.3,,Arts & Media,71.8,62.5,,0.408,38350,,
27-2091.00,"Disc Jockeys, Except Radio",42.1,52.6,63.2,15.8,36.8,57.9,,Arts & Media,,,,0.526,8170,,
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,40.0,65.0,90.0,47.5,53.8,60.0,75.6,Arts & Media,67.0,60.0,35.4,0.7301,23880,80110,45680
27-3023.00,"News Analysts, Reporters, and Journalists",30.0,65.0,100.0,43.3,63.3,83.3,,Arts & Media,65.3,53.8,67.3,0.65,41550,106030,60280
27-3031.00,Public Relations Specialists,24.2,59.1,93.9,63.6,78.8,93.9,,Arts & Media,71.6,58.8,80.0,0.591,280590,80310,69780
27-3041.00,Editors,35.3,64.7,94.1,52.9,64.7,76.5,60.5,Arts & Media,79.0,58.0,63.0,0.5538,95480,85700,75260
27-3042.00,Technical Writers,46.7,70.0,93.3,33.3,63.3,93.3,65.0,Arts & Media,71.8,56.8,34.5,0.6324,55530,92330,91670
27-3043.00,Writers and Authors,73.1,86.5,100.0,61.5,80.8,100.0,,Arts & Media,74.8,59.0,82.0,0.865,47800,85780,72270
27-3043.05,"Poets, Lyricists and Creative Writers",88.9,88.9,88.9,66.7,74.1,81.5,74.4,Arts & Media,80.5,59.5,47.5,0.8357,47800,85780,72270
27-3091.00,Interpreters and Translators,88.0,88.0,88.0,80.0,84.0,88.0,64.7,Arts & Media,84.1,54.8,58.3,0.719,53360,64950,59440
27-3092.00,Court Reporters and Simultaneous Captioners,91.7,95.8,100.0,12.5,52.1,91.7,,Arts & Media,68.8,34.5,27.9,0.958,12630,74630,67310
27-4011.00,Audio and Video Technicians,12.5,43.8,75.0,12.5,30.0,47.5,65.5,Arts & Media,66.2,62.0,63.0,0.5072,70080,61370,54830
27-4012.00,Broadcast Technicians,28.6,52.4,76.2,9.5,21.4,33.3,72.2,Arts & Media,74.8,48.3,86.6,0.6278,21080,64220,53920
27-4014.00,Sound Engineering Technicians,7.4,42.6,77.8,0.0,27.8,55.6,51.3,Arts & Media,77.3,64.0,24.7,0.3368,13050,79280,66430
27-4015.00,Lighting Technicians,6.2,15.6,25.0,0.0,9.4,18.8,,Arts & Media,,,,0.156,10130,70000,60560
27-4021.00,Photographers,4.2,38.5,72.9,2.1,21.9,41.7,68.9,Arts & Media,76.1,63.2,40.7,0.52,51230,55650,42520
27-4031.00,"Camera Operators, Television, Video, and Film",6.1,42.4,78.8,3.0,18.2,33.3,57.5,Arts & Media,73.3,55.2,79.2,0.4076,24460,79870,68810
27-4032.00,Film and Video Editors,11.1,52.8,94.4,13.9,47.2,80.6,54.4,Arts & Media,65.5,60.2,50.2,0.4237,28860,83530,70980
29-1011.00,Chiropractors,18.2,45.5,72.7,9.1,31.8,54.5,,Healthcare Practitioners,93.9,66.5,,0.455,37630,91830,79000
29-1021.00,"Dentists, General",5.0,25.0,45.0,15.0,22.5,30.0,55.2,Healthcare Practitioners,84.8,61.5,7.1,0.294,113490,196100,172790
29-1022.00,Oral and Maxillofacial Surgeons,0.0,4.0,8.0,0.0,8.0,16.0,,Healthcare Practitioners,,,,0.04,5330,360240,
29-1023.00,Orthodontists,0.0,30.0,60.0,0.0,20.0,40.0,56.6,Healthcare Practitioners,65.3,60.8,63.3,0.3352,5150,254620,
29-1024.00,Prosthodontists,0.0,4.5,9.1,0.0,9.1,18.2,61.3,Healthcare Practitioners,,,,0.2621,760,258660,
29-1031.00,Dietitians and Nutritionists,14.6,54.9,95.1,26.8,46.3,65.9,66.3,Healthcare Practitioners,67.0,62.0,49.7,0.572,76570,74770,73850
29-1041.00,Optometrists,0.0,30.0,60.0,0.0,5.0,10.0,62.5,Healthcare Practitioners,83.3,61.0,,0.4034,41890,140940,134830
29-1051.00,Pharmacists,11.4,42.9,74.3,28.6,40.0,51.4,55.0,Healthcare Practitioners,85.2,60.8,28.4,0.3812,328870,137210,137480
29-1071.00,Physician Assistants,0.0,37.5,75.0,0.0,12.5,25.0,62.5,Healthcare Practitioners,89.6,66.2,8.9,0.441,155540,136900,133260
29-1071.01,Anesthesiologist Assistants,0.0,16.7,33.3,0.0,9.5,19.0,56.5,Healthcare Practitioners,83.7,65.0,46.5,0.2676,155540,136900,133260
29-1081.00,Podiatrists,0.0,28.6,57.1,19.0,28.6,38.1,64.7,Healthcare Practitioners,,,,0.4219,9520,163960,152800
29-1122.00,Occupational Therapists,12.1,30.3,48.5,12.1,39.4,66.7,60.6,Healthcare Practitioners,77.8,52.8,,0.383,152280,98240,98340
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",10.0,27.5,45.0,20.0,28.7,37.5,55.3,Healthcare Practitioners,77.3,64.0,55.2,0.3076,152280,98240,98340
29-1123.00,Physical Therapists,8.5,19.1,29.8,12.8,34.0,55.3,56.9,Healthcare Practitioners,79.1,61.5,38.1,0.2842,248630,102400,101020
29-1124.00,Radiation Therapists,4.9,28.0,51.2,2.4,17.1,31.7,74.6,Healthcare Practitioners,,,,0.5335,18700,110820,101990
29-1125.00,Recreational Therapists,9.1,31.8,54.5,9.1,36.4,63.6,,Healthcare Practitioners,72.9,61.0,72.7,0.318,15060,65350,60280
29-1126.00,Respiratory Therapists,9.5,20.2,31.0,9.5,19.0,28.6,41.3,Healthcare Practitioners,89.5,66.0,,0.1091,136420,84260,80450
29-1127.00,Speech-Language Pathologists,17.1,45.1,73.2,9.8,39.0,68.3,65.2,Healthcare Practitioners,88.3,61.5,,0.5102,178790,95840,95410
29-1128.00,Exercise Physiologists,4.0,26.0,48.0,28.0,34.0,40.0,52.2,Healthcare Practitioners,88.4,65.5,,0.2642,8110,59620,58160
29-1129.01,Art Therapists,4.3,29.8,55.3,8.5,31.9,55.3,,Healthcare Practitioners,83.2,61.3,67.7,0.298,19320,73800,65010
29-1129.02,Music Therapists,13.3,43.3,73.3,16.7,50.0,83.3,,Healthcare Practitioners,71.1,63.0,55.1,0.433,19320,73800,65010
29-1131.00,Veterinarians,8.1,27.0,45.9,2.7,23.0,43.2,59.4,Healthcare Practitioners,91.7,61.3,49.2,0.3526,80630,140270,125510
29-1141.00,Registered Nurses,4.8,33.3,61.9,19.0,38.1,57.1,55.8,Healthcare Practitioners,86.5,60.5,,0.3425,3282010,98430,93600
29-1141.01,Acute Care Nurses,4.1,30.6,57.1,12.2,32.7,53.1,65.0,Healthcare Practitioners,89.0,58.2,86.2,0.4354,3282010,98430,93600
29-1141.02,Advanced Practice Psychiatric Nurses,8.9,46.7,84.4,31.1,44.4,57.8,48.8,Healthcare Practitioners,88.1,63.7,30.9,0.3284,3282010,98430,93600
29-1141.03,Critical Care Nurses,10.3,34.5,58.6,3.4,19.0,34.5,62.5,Healthcare Practitioners,50.6,55.0,49.4,0.426,3282010,98430,93600
29-1141.04,Clinical Nurse Specialists,6.7,45.0,83.3,13.3,33.3,53.3,62.5,Healthcare Practitioners,78.6,59.2,52.6,0.4784,3282010,98430,93600
29-1151.00,Nurse Anesthetists,0.0,16.7,33.3,0.0,12.5,25.0,63.8,Healthcare Practitioners,,,,0.352,50350,231700,223210
29-1161.00,Nurse Midwives,19.5,39.0,58.5,9.8,29.3,48.8,62.5,Healthcare Practitioners,86.0,61.5,25.0,0.4484,8280,128110,128790
29-1171.00,Nurse Practitioners,3.7,48.1,92.6,7.4,31.5,55.6,,Healthcare Practitioners,85.8,63.5,11.2,0.481,307390,132000,129210
29-1181.00,Audiologists,13.6,45.5,77.3,22.7,45.5,68.2,59.7,Healthcare Practitioners,69.2,58.8,,0.4486,14730,95320,92120
29-1211.00,Anesthesiologists,0.0,25.0,50.0,5.9,29.4,52.9,,Healthcare Practitioners,94.3,61.5,,0.25,41890,336640,
29-1212.00,Cardiologists,0.0,34.6,69.2,7.7,23.1,38.5,,Healthcare Practitioners,91.7,52.8,13.7,0.346,18020,432490,
29-1213.00,Dermatologists,0.0,38.2,76.5,17.6,32.4,47.1,,Healthcare Practitioners,91.7,67.8,,0.382,10080,347810,
29-1214.00,Emergency Medicine Physicians,5.9,44.1,82.4,17.6,35.3,52.9,,Healthcare Practitioners,,,,0.441,33680,320700,
29-1215.00,Family Medicine Physicians,0.0,43.8,87.5,20.8,37.5,54.2,,Healthcare Practitioners,84.0,62.0,65.5,0.438,107950,256830,238380
29-1216.00,General Internal Medicine Physicians,0.0,45.7,91.4,28.6,37.1,45.7,,Healthcare Practitioners,91.8,61.3,35.8,0.457,66640,262710,236350
29-1217.00,Neurologists,4.3,45.7,87.0,13.0,37.0,60.9,,Healthcare Practitioners,87.0,69.5,,0.457,7700,286310,
29-1218.00,Obstetricians and Gynecologists,0.0,39.3,78.6,17.9,30.4,42.9,,Healthcare Practitioners,91.5,59.8,14.2,0.393,19900,281130,
29-1221.00,"Pediatricians, General",0.0,48.3,96.7,23.3,36.7,50.0,,Healthcare Practitioners,83.9,61.0,85.8,0.483,42960,222340,210130
29-1222.00,"Physicians, Pathologists",6.1,47.0,87.9,6.1,31.8,57.6,,Healthcare Practitioners,68.3,62.7,,0.47,11800,266020,
29-1223.00,Psychiatrists,8.7,47.8,87.0,26.1,52.2,78.3,,Healthcare Practitioners,76.5,51.5,62.5,0.478,24800,269120,
29-1224.00,Radiologists,0.0,48.9,97.8,31.1,51.1,71.1,,Healthcare Practitioners,81.8,57.8,42.7,0.489,26290,359820,
29-1229.01,Allergists and Immunologists,16.7,45.0,73.3,13.3,36.7,60.0,,Healthcare Practitioners,88.5,64.0,17.4,0.45,315360,253470,
29-1229.02,Hospitalists,21.4,57.1,92.9,7.1,35.7,64.3,,Healthcare Practitioners,,,,0.571,315360,253470,
29-1229.03,Urologists,7.1,35.7,64.3,14.3,25.0,35.7,,Healthcare Practitioners,,,,0.357,315360,253470,
29-1229.04,Physical Medicine and Rehabilitation Physicians,6.7,26.7,46.7,0.0,13.3,26.7,,Healthcare Practitioners,,,,0.267,315360,253470,
29-1229.05,Preventive Medicine Physicians,0.0,46.7,93.3,6.7,36.7,66.7,,Healthcare Practitioners,58.9,56.5,,0.467,315360,253470,
29-1229.06,Sports Medicine Physicians,7.5,38.7,69.8,28.3,43.4,58.5,,Healthcare Practitioners,100.0,65.8,,0.387,315360,253470,
29-1241.00,"Ophthalmologists, Except Pediatric",5.9,42.6,79.4,11.8,33.8,55.9,,Healthcare Practitioners,89.8,61.5,72.0,0.426,12110,301500,
29-1242.00,"Orthopedic Surgeons, Except Pediatric",6.7,33.3,60.0,6.7,23.3,40.0,,Healthcare Practitioners,86.7,64.2,33.3,0.333,14160,365060,
29-1243.00,Pediatric Surgeons,11.1,36.1,61.1,5.6,22.2,38.9,,Healthcare Practitioners,73.3,63.0,33.3,0.361,1050,450810,
29-1291.00,Acupuncturists,16.7,16.7,16.7,16.7,30.6,44.4,,Healthcare Practitioners,86.4,67.0,,0.167,8440,89750,78140
29-1292.00,Dental Hygienists,6.2,18.8,31.2,0.0,9.4,18.8,,Healthcare Practitioners,77.6,56.8,33.6,0.188,219070,93890,94260
29-1299.01,Naturopathic Physicians,20.5,46.2,71.8,10.3,25.6,41.0,,Healthcare Practitioners,90.0,59.0,19.7,0.462,30870,128680,113730
29-1299.02,Orthoptists,18.8,53.1,87.5,18.8,37.5,56.2,,Healthcare Practitioners,80.4,59.0,48.0,0.531,30870,128680,113730
29-2011.00,Medical and Clinical Laboratory Technologists,7.1,23.2,39.3,14.3,23.2,32.1,64.8,Healthcare Practitioners,78.6,54.2,50.4,0.3961,,,
29-2011.01,Cytogenetic Technologists,20.7,42.2,63.8,24.1,33.6,43.1,57.7,Healthcare Practitioners,,64.5,,0.4089,,,
29-2011.02,Cytotechnologists,16.0,42.0,68.0,0.0,16.0,32.0,73.1,Healthcare Practitioners,82.6,62.0,,0.5861,,,
29-2011.04,Histotechnologists,12.5,28.1,43.8,6.2,6.2,6.2,,Healthcare Practitioners,80.3,57.2,41.5,0.281,,,
29-2012.00,Medical and Clinical Laboratory Technicians,0.0,21.4,42.9,0.0,9.5,19.0,64.7,Healthcare Practitioners,82.2,56.0,42.8,0.3859,,,
29-2012.01,Histology Technicians,0.0,12.5,25.0,0.0,0.0,0.0,,Healthcare Practitioners,,,,0.125,,,
29-2031.00,Cardiovascular Technologists and Technicians,8.6,35.7,62.9,11.4,17.1,22.9,59.4,Healthcare Practitioners,92.4,59.5,,0.3961,61180,72890,67260
29-2032.00,Diagnostic Medical Sonographers,10.5,30.3,50.0,13.2,28.9,44.7,63.1,Healthcare Practitioners,66.7,62.7,41.0,0.4119,86460,92550,89340
29-2033.00,Nuclear Medicine Technologists,6.5,29.0,51.6,16.1,25.8,35.5,52.5,Healthcare Practitioners,83.1,62.0,,0.2828,16960,99690,97020
29-2034.00,Radiologic Technologists and Technicians,0.0,37.7,75.4,10.5,28.1,45.6,,Healthcare Practitioners,72.5,58.8,,0.377,223460,79760,77660
29-2035.00,Magnetic Resonance Imaging Technologists,4.4,32.2,60.0,13.3,22.2,31.1,64.4,Healthcare Practitioners,77.2,55.8,67.4,0.4364,41530,91020,88180
29-2036.00,Medical Dosimetrists,15.0,45.0,75.0,10.0,30.0,50.0,,Healthcare Practitioners,,,,0.45,3970,141420,138110
29-2042.00,Emergency Medical Technicians,16.7,20.8,25.0,0.0,20.8,41.7,,Healthcare Practitioners,,66.8,,0.208,177980,44790,41340
29-2043.00,Paramedics,7.7,15.4,23.1,0.0,19.2,38.5,,Healthcare Practitioners,,66.8,,0.154,99530,60610,58410
29-2051.00,Dietetic Technicians,17.4,54.3,91.3,4.3,41.3,78.3,69.4,Healthcare Practitioners,79.4,58.8,60.0,0.6048,29950,39560,37040
29-2052.00,Pharmacy Technicians,29.4,42.6,55.9,23.5,42.6,61.8,66.9,Healthcare Practitioners,42.7,48.3,,0.5174,487920,44800,43460
29-2053.00,Psychiatric Technicians,0.0,12.0,24.0,16.0,34.0,52.0,52.1,Healthcare Practitioners,94.7,75.0,,0.1931,136300,45000,42590
29-2055.00,Surgical Technologists,3.3,6.7,10.0,0.0,1.7,3.3,,Healthcare Practitioners,,,,0.067,113890,65810,62830
29-2056.00,Veterinary Technologists and Technicians,6.6,16.4,26.2,6.6,14.8,23.0,69.0,Healthcare Practitioners,88.7,57.2,94.4,0.4107,131320,46280,45980
29-2057.00,Ophthalmic Medical Technicians,5.3,32.9,60.5,2.6,10.5,18.4,58.8,Healthcare Practitioners,,,,0.3752,76520,45360,44080
29-2061.00,Licensed Practical and Licensed Vocational Nurses,7.9,25.0,42.1,5.3,25.0,44.7,59.7,Healthcare Practitioners,87.2,50.2,,0.346,632430,64150,62340
29-2072.00,Medical Records Specialists,23.5,61.8,100.0,23.5,55.9,88.2,,Healthcare Practitioners,71.2,48.3,62.9,0.618,187910,55970,50250
29-2081.00,"Opticians, Dispensing",9.5,28.6,47.6,14.3,23.8,33.3,62.5,Healthcare Practitioners,,,,0.3964,79690,49970,46560
29-2091.00,Orthotists and Prosthetists,17.2,27.6,37.9,0.0,19.0,37.9,71.9,Healthcare Practitioners,,,,0.5003,9930,81330,78310
29-2092.00,Hearing Aid Specialists,0.0,20.0,40.0,0.0,5.0,10.0,65.0,Healthcare Practitioners,,,,0.3824,10580,63930,61560
29-2099.01,Neurodiagnostic Technologists,6.2,34.4,62.5,12.5,18.8,25.0,,Healthcare Practitioners,,,,0.344,174060,56370,48790
29-2099.05,Ophthalmic Medical Technologists,3.3,36.7,70.0,0.0,6.7,13.3,68.1,Healthcare Practitioners,,,,0.5018,174060,56370,48790
29-2099.08,Patient Representatives,9.5,52.4,95.2,33.3,57.1,81.0,,Healthcare Practitioners,76.1,53.2,61.5,0.524,174060,56370,48790
29-9021.00,Health Information Technologists and Medical Registrars,31.2,65.6,100.0,31.2,53.1,75.0,,Healthcare Practitioners,74.5,56.0,58.3,0.656,37620,73410,67310
29-9091.00,Athletic Trainers,9.3,27.9,46.5,32.6,40.7,48.8,60.3,Healthcare Practitioners,83.7,61.8,47.9,0.3675,28950,63960,60250
29-9092.00,Genetic Counselors,10.5,50.0,89.5,36.8,63.2,89.5,62.2,Healthcare Practitioners,79.4,60.2,64.7,0.5,3510,102890,98910
29-9093.00,Surgical Assistants,0.0,3.9,7.8,0.0,3.9,7.8,,Healthcare Practitioners,,,,0.039,22860,67190,60290
29-9099.01,Midwives,15.7,37.9,60.0,10.0,25.0,40.0,55.0,Healthcare Practitioners,70.2,57.5,90.9,0.3561,36970,73200,64030
31-1121.00,Home Health Aides,7.7,7.7,7.7,0.0,3.8,7.7,,Healthcare Support,91.9,58.8,,0.077,,,
31-1122.00,Personal Care Aides,16.7,22.2,27.8,22.2,33.3,44.4,,Healthcare Support,93.4,57.5,61.8,0.222,,,
31-1131.00,Nursing Assistants,5.1,10.2,15.3,3.4,13.6,23.7,,Healthcare Support,87.4,61.0,,0.102,1388430,41270,39530
31-1132.00,Orderlies,0.0,0.0,0.0,0.0,4.7,9.4,,Healthcare Support,,,,0.0,53020,40070,37700
31-1133.00,Psychiatric Aides,12.5,12.5,12.5,0.0,12.5,25.0,,Healthcare Support,87.3,71.5,,0.125,34900,43610,41590
31-2011.00,Occupational Therapy Assistants,18.6,26.7,34.9,14.0,23.3,32.6,58.1,Healthcare Support,83.3,71.0,7.0,0.336,47910,68540,68340
31-2012.00,Occupational Therapy Aides,22.2,24.1,25.9,0.0,7.4,14.8,58.3,Healthcare Support,77.6,49.5,91.4,0.3254,5000,41850,37370
31-2021.00,Physical Therapist Assistants,10.3,15.4,20.5,0.0,10.3,20.5,53.8,Healthcare Support,,48.3,,0.2298,108010,67160,65510
31-2022.00,Physical Therapist Aides,12.1,18.2,24.2,6.1,15.2,24.2,55.0,Healthcare Support,,48.3,,0.2576,44010,35510,34520
31-9011.00,Massage Therapists,7.4,7.4,7.4,7.4,18.5,29.6,40.6,Healthcare Support,84.3,68.0,,0.037,96040,63430,57950
31-9091.00,Dental Assistants,13.3,26.7,40.0,0.0,10.0,20.0,59.4,Healthcare Support,90.5,63.0,,0.3511,375430,48860,47300
31-9092.00,Medical Assistants,17.9,35.9,53.8,5.1,14.1,23.1,,Healthcare Support,84.6,55.5,8.6,0.359,793460,44720,44200
31-9093.00,Medical Equipment Preparers,7.4,11.1,14.8,0.0,3.7,7.4,,Healthcare Support,,,,0.111,72760,48990,46490
31-9094.00,Medical Transcriptionists,82.1,87.5,92.9,14.3,23.2,32.1,71.2,Healthcare Support,77.4,47.0,65.6,0.7916,43070,39210,37550
31-9095.00,Pharmacy Aides,24.0,38.0,52.0,8.0,14.0,20.0,50.3,Healthcare Support,,48.8,,0.3022,41100,40290,37000
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,11.1,22.2,33.3,14.8,14.8,14.8,67.8,Healthcare Support,87.9,56.2,33.5,0.4258,114190,38990,37320
31-9097.00,Phlebotomists,14.6,18.3,22.0,4.9,11.0,17.1,66.9,Healthcare Support,,,,0.3959,138880,44390,43660
31-9099.01,Speech-Language Pathology Assistants,31.6,60.5,89.5,10.5,21.1,31.6,55.3,Healthcare Support,,,,0.4726,103650,48760,46050
31-9099.02,Endoscopy Technicians,8.3,12.5,16.7,0.0,0.0,0.0,62.1,Healthcare Support,,,,0.3114,103650,48760,46050
33-1011.00,First-Line Supervisors of Correctional Officers,21.7,28.3,34.8,21.7,28.3,34.8,61.0,Protective Service,,,,0.3776,53390,82260,76310
33-1012.00,First-Line Supervisors of Police and Detectives,10.5,32.9,55.3,15.8,35.5,55.3,64.4,Protective Service,86.2,55.8,,0.4399,153130,110990,105980
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,22.6,41.5,60.4,32.1,40.6,49.1,,Protective Service,78.0,48.8,95.1,0.415,93680,97030,92430
33-1091.00,First-Line Supervisors of Security Workers,23.8,40.5,57.1,14.3,26.2,38.1,,Protective Service,,,,0.405,70310,62990,58610
